Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Weeks,Growth Days,Temperature(C),Temperature (F),Humidity
19,8/28/2023,80,623,6.4,4,26,29.4,84.92,0.8
19,8/29/2023,76,498,6.2,4,27,28.7,83.66,0.76
19,8/30/2023,75,411,6.6,4,28,29.1,84.38,0.75
19,8/31/2023,72,789,6.1,4,29,29.2,84.56,0.72
19,09/01/2023,50,459,6.4,4,30,31.7,89.06,0.5
19,09/02/2023,60,401,6.5,4,31,31.7,89.06,0.6
19,09/03/2023,53,583,6.1,5,32,31.7,89.06,0.53
19,09/04/2023,76,434,6.8,5,33,31.7,89.06,0.76
19,09/05/2023,76,563,6.6,5,34,32,89.6,0.76
19,09/06/2023,52,497,6.1,5,35,32.1,89.78,0.52
19,09/07/2023,61,680,6.2,5,36,31.5,88.7,0.61
19,09/08/2023,53,553,6.6,5,37,29.8,85.64,0.53
19,09/09/2023,68,611,6.2,5,38,20.1,68.18,0.68
19,09/10/2023,64,588,6.2,6,39,31.1,87.98,0.64
19,09/11/2023,53,503,6.4,6,40,31.2,88.16,0.53
19,09/12/2023,67,449,6,6,41,31.2,88.16,0.67
19,9/13/2023,52,417,6.6,6,42,30.4,86.72,0.52
19,9/14/2023,51,437,6.1,6,43,29.1,84.38,0.51
19,9/15/2023,73,536,6.5,6,44,30.6,87.08,0.73
19,9/16/2023,70,571,6.3,6,45,31.5,88.7,0.7
20,08/03/2023,56,708,6.1,0,1,33.4,92.12,0.56
20,08/04/2023,73,597,6.7,0,2,33.5,92.3,0.73
20,08/05/2023,60,483,6.7,0,3,33.4,92.12,0.6
20,08/06/2023,66,729,6.7,1,4,33.4,92.12,0.66
20,08/07/2023,72,430,6,1,5,33.4,92.12,0.72
20,08/08/2023,76,529,6.2,1,6,32.3,90.14,0.76
20,08/09/2023,69,767,6.3,1,7,32.3,90.14,0.69
20,08/10/2023,57,648,6.4,1,8,22.7,72.86,0.57
20,08/11/2023,50,592,6.6,1,9,31.9,89.42,0.5
20,08/12/2023,60,702,6.7,1,10,30.2,86.36,0.6
20,8/13/2023,72,747,6.5,2,11,30.1,86.18,0.72
20,8/14/2023,75,611,6.4,2,12,30.1,86.18,0.75
20,8/15/2023,72,562,6,2,13,30.1,86.18,0.72
20,8/16/2023,54,693,6,2,14,29.8,85.64,0.54
20,8/17/2023,79,626,6.2,2,15,29.6,85.28,0.79
20,8/18/2023,61,717,6.4,2,16,30.9,87.62,0.61
20,8/19/2023,66,722,6.1,2,17,30.8,87.44,0.66
20,8/20/2023,57,621,6.7,3,18,30.9,87.62,0.57
20,8/21/2023,61,458,6.7,3,19,30.2,86.36,0.61
20,8/22/2023,69,596,6,3,20,30.5,86.9,0.69
20,8/23/2023,66,770,6.1,3,21,30.8,87.44,0.66
20,8/24/2023,77,405,6.4,3,22,31.3,88.34,0.77
20,8/25/2023,76,796,6.8,3,23,31.4,88.52,0.76
20,8/26/2023,77,575,6.1,3,24,31.4,88.52,0.77
20,8/27/2023,74,415,6.6,4,25,30.1,86.18,0.74
20,8/28/2023,60,453,6.3,4,26,29.4,84.92,0.6
20,8/29/2023,53,727,6.4,4,27,28.7,83.66,0.53
20,8/30/2023,50,494,6.2,4,28,29.1,84.38,0.5
20,8/31/2023,52,612,6.8,4,29,29.2,84.56,0.52
20,09/01/2023,75,502,6.5,4,30,31.7,89.06,0.75
20,09/02/2023,68,742,6.5,4,31,31.7,89.06,0.68
20,09/03/2023,54,748,6.4,5,32,31.7,89.06,0.54
20,09/04/2023,68,611,6.2,5,33,31.7,89.06,0.68
20,09/05/2023,71,486,6.7,5,34,32,89.6,0.71
20,09/06/2023,68,607,6.2,5,35,32.1,89.78,0.68
20,09/07/2023,71,513,6.4,5,36,31.5,88.7,0.71
20,09/08/2023,51,591,6.6,5,37,29.8,85.64,0.51
20,09/09/2023,55,441,6.5,5,38,20.1,68.18,0.55
20,09/10/2023,74,637,6.2,6,39,31.1,87.98,0.74
20,09/11/2023,74,560,6.2,6,40,31.2,88.16,0.74
20,09/12/2023,51,588,6.6,6,41,31.2,88.16,0.51
20,9/13/2023,72,518,6.1,6,42,30.4,86.72,0.72
20,9/14/2023,51,570,6.3,6,43,29.1,84.38,0.51
20,9/15/2023,70,505,6.8,6,44,30.6,87.08,0.7
20,9/16/2023,57,759,6.6,6,45,31.5,88.7,0.57
21,08/03/2023,54,530,6.1,0,1,33.4,92.12,0.54
21,08/04/2023,65,626,6.7,0,2,33.5,92.3,0.65
21,08/05/2023,80,516,6.5,0,3,33.4,92.12,0.8
21,08/06/2023,63,592,6,1,4,33.4,92.12,0.63
21,08/07/2023,52,726,6.4,1,5,33.4,92.12,0.52
21,08/08/2023,63,443,6.2,1,6,32.3,90.14,0.63
21,08/09/2023,72,727,6.4,1,7,32.3,90.14,0.72
21,08/10/2023,60,625,6.1,1,8,22.7,72.86,0.6
21,08/11/2023,78,510,6.5,1,9,31.9,89.42,0.78
21,08/12/2023,67,460,6.6,1,10,30.2,86.36,0.67
21,8/13/2023,77,673,6.1,2,11,30.1,86.18,0.77
21,8/14/2023,75,504,6.5,2,12,30.1,86.18,0.75
21,8/15/2023,76,660,6.2,2,13,30.1,86.18,0.76
21,8/16/2023,54,418,6.8,2,14,29.8,85.64,0.54
21,8/17/2023,71,514,6.7,2,15,29.6,85.28,0.71
21,8/18/2023,53,778,6.4,2,16,30.9,87.62,0.53
21,8/19/2023,75,615,6.3,2,17,30.8,87.44,0.75
21,8/20/2023,63,785,6.4,3,18,30.9,87.62,0.63
21,8/21/2023,74,636,6.7,3,19,30.2,86.36,0.74
21,8/22/2023,53,576,6.4,3,20,30.5,86.9,0.53
21,8/23/2023,76,501,6.7,3,21,30.8,87.44,0.76
21,8/24/2023,59,594,6.1,3,22,31.3,88.34,0.59
21,8/25/2023,60,640,6.8,3,23,31.4,88.52,0.6
21,8/26/2023,73,553,6.6,3,24,31.4,88.52,0.73
21,8/27/2023,59,659,6.7,4,25,30.1,86.18,0.59
21,8/28/2023,68,600,6.1,4,26,29.4,84.92,0.68
21,8/29/2023,80,500,6.5,4,27,28.7,83.66,0.8
21,8/30/2023,55,653,6.2,4,28,29.1,84.38,0.55
21,8/31/2023,76,559,6.7,4,29,29.2,84.56,0.76
21,09/01/2023,60,511,6.6,4,30,31.7,89.06,0.6
21,09/02/2023,66,758,6.2,4,31,31.7,89.06,0.66
21,09/03/2023,50,448,6.3,5,32,31.7,89.06,0.5
21,09/04/2023,69,620,6.1,5,33,31.7,89.06,0.69
21,09/05/2023,59,686,6.1,5,34,32,89.6,0.59
21,09/06/2023,62,538,6.2,5,35,32.1,89.78,0.62
21,09/07/2023,72,784,6.1,5,36,31.5,88.7,0.72
21,09/08/2023,64,550,6.2,5,37,29.8,85.64,0.64
21,09/09/2023,70,470,6.4,5,38,20.1,68.18,0.7
21,09/10/2023,70,698,6.2,6,39,31.1,87.98,0.7
21,09/11/2023,77,610,6.4,6,40,31.2,88.16,0.77
21,09/12/2023,50,479,6.4,6,41,31.2,88.16,0.5
21,9/13/2023,63,630,6.3,6,42,30.4,86.72,0.63
21,9/14/2023,50,661,6.2,6,43,29.1,84.38,0.5
21,9/15/2023,76,528,6.4,6,44,30.6,87.08,0.76
21,9/16/2023,67,454,6.4,6,45,31.5,88.7,0.67
22,08/03/2023,70,620,6.2,0,1,33.4,92.12,0.7
22,08/04/2023,63,800,6.5,0,2,33.5,92.3,0.63
22,08/05/2023,50,602,6,0,3,33.4,92.12,0.5
22,08/06/2023,50,721,6,1,4,33.4,92.12,0.5
22,08/07/2023,65,571,6.3,1,5,33.4,92.12,0.65
22,08/08/2023,77,631,6.8,1,6,32.3,90.14,0.77
22,08/09/2023,70,418,6,1,7,32.3,90.14,0.7
22,08/10/2023,50,783,6.1,1,8,22.7,72.86,0.5
22,08/11/2023,74,480,6.7,1,9,31.9,89.42,0.74
22,08/12/2023,75,771,6.4,1,10,30.2,86.36,0.75
22,8/13/2023,64,519,6.7,2,11,30.1,86.18,0.64
22,8/14/2023,75,713,6.8,2,12,30.1,86.18,0.75
22,8/15/2023,52,405,6.3,2,13,30.1,86.18,0.52
22,8/16/2023,72,551,6.1,2,14,29.8,85.64,0.72
22,8/17/2023,65,651,6.7,2,15,29.6,85.28,0.65
22,8/18/2023,56,734,6.6,2,16,30.9,87.62,0.56
22,8/19/2023,67,479,6.7,2,17,30.8,87.44,0.67
22,8/20/2023,76,749,6.7,3,18,30.9,87.62,0.76
22,8/21/2023,55,678,6,3,19,30.2,86.36,0.55
22,8/22/2023,52,534,6.2,3,20,30.5,86.9,0.52
22,8/23/2023,64,596,6.6,3,21,30.8,87.44,0.64
22,8/24/2023,51,542,6.3,3,22,31.3,88.34,0.51
22,8/25/2023,68,609,6.1,3,23,31.4,88.52,0.68
22,8/26/2023,58,681,6.3,3,24,31.4,88.52,0.58
22,8/27/2023,72,402,6.1,4,25,30.1,86.18,0.72
22,8/28/2023,73,745,6.4,4,26,29.4,84.92,0.73
22,8/29/2023,57,751,6.4,4,27,28.7,83.66,0.57
22,8/30/2023,66,665,6.5,4,28,29.1,84.38,0.66
22,8/31/2023,58,596,6.5,4,29,29.2,84.56,0.58
22,09/01/2023,77,783,6.2,4,30,31.7,89.06,0.77
22,09/02/2023,59,519,6.2,4,31,31.7,89.06,0.59
22,09/03/2023,75,736,6.3,5,32,31.7,89.06,0.75
22,09/04/2023,59,533,6.7,5,33,31.7,89.06,0.59
22,09/05/2023,73,414,6.6,5,34,32,89.6,0.73
22,09/06/2023,67,473,6.7,5,35,32.1,89.78,0.67
22,09/07/2023,67,428,6,5,36,31.5,88.7,0.67
22,09/08/2023,71,665,6.4,5,37,29.8,85.64,0.71
22,09/09/2023,62,560,6.8,5,38,20.1,68.18,0.62
22,09/10/2023,50,782,6.8,6,39,31.1,87.98,0.5
22,09/11/2023,72,765,6.2,6,40,31.2,88.16,0.72
22,09/12/2023,65,724,6.3,6,41,31.2,88.16,0.65
22,9/13/2023,52,440,6.3,6,42,30.4,86.72,0.52
22,9/14/2023,60,492,6.7,6,43,29.1,84.38,0.6
22,9/15/2023,60,664,6.6,6,44,30.6,87.08,0.6
22,9/16/2023,71,578,6.8,6,45,31.5,88.7,0.71
23,08/03/2023,59,745,6,0,1,33.4,92.12,0.59
23,08/04/2023,56,476,6.5,0,2,33.5,92.3,0.56
23,08/05/2023,76,473,6.2,0,3,33.4,92.12,0.76
23,08/06/2023,54,633,6,1,4,33.4,92.12,0.54
23,08/07/2023,61,627,6.4,1,5,33.4,92.12,0.61
23,08/08/2023,78,529,6.4,1,6,32.3,90.14,0.78
23,08/09/2023,68,514,6.5,1,7,32.3,90.14,0.68
23,08/10/2023,80,475,6.2,1,8,22.7,72.86,0.8
23,08/11/2023,78,497,6.5,1,9,31.9,89.42,0.78
23,08/12/2023,78,761,6.7,1,10,30.2,86.36,0.78
23,8/13/2023,55,631,6.4,2,11,30.1,86.18,0.55
23,8/14/2023,67,547,6.8,2,12,30.1,86.18,0.67
23,8/15/2023,52,607,6.3,2,13,30.1,86.18,0.52
23,8/16/2023,50,722,6.5,2,14,29.8,85.64,0.5
23,8/17/2023,63,546,6.7,2,15,29.6,85.28,0.63
23,8/18/2023,74,612,6.5,2,16,30.9,87.62,0.74
23,8/19/2023,71,697,6.7,2,17,30.8,87.44,0.71
23,8/20/2023,67,566,6.1,3,18,30.9,87.62,0.67
23,8/21/2023,69,791,6.4,3,19,30.2,86.36,0.69
23,8/22/2023,67,577,6.3,3,20,30.5,86.9,0.67
23,8/23/2023,59,798,6.2,3,21,30.8,87.44,0.59
23,8/24/2023,72,737,6.8,3,22,31.3,88.34,0.72
23,8/25/2023,51,778,6,3,23,31.4,88.52,0.51
23,8/26/2023,57,602,6.3,3,24,31.4,88.52,0.57
23,8/27/2023,52,720,6.5,4,25,30.1,86.18,0.52
23,8/28/2023,75,685,6.1,4,26,29.4,84.92,0.75
23,8/29/2023,78,550,6.1,4,27,28.7,83.66,0.78
23,8/30/2023,67,755,6.8,4,28,29.1,84.38,0.67
23,8/31/2023,56,630,6.3,4,29,29.2,84.56,0.56
23,09/01/2023,77,575,6.3,4,30,31.7,89.06,0.77
23,09/02/2023,71,449,6.2,4,31,31.7,89.06,0.71
23,09/03/2023,66,538,6.3,5,32,31.7,89.06,0.66
23,09/04/2023,53,465,6.5,5,33,31.7,89.06,0.53
23,09/05/2023,71,560,6.7,5,34,32,89.6,0.71
23,09/06/2023,76,749,6.3,5,35,32.1,89.78,0.76
23,09/07/2023,69,518,6.6,5,36,31.5,88.7,0.69
23,09/08/2023,64,640,6.6,5,37,29.8,85.64,0.64
23,09/09/2023,73,572,6.7,5,38,20.1,68.18,0.73
23,09/10/2023,52,528,6.5,6,39,31.1,87.98,0.52
23,09/11/2023,66,530,6.3,6,40,31.2,88.16,0.66
23,09/12/2023,53,515,6,6,41,31.2,88.16,0.53
23,9/13/2023,69,665,6.4,6,42,30.4,86.72,0.69
23,9/14/2023,65,602,6.7,6,43,29.1,84.38,0.65
23,9/15/2023,55,776,6.6,6,44,30.6,87.08,0.55
23,9/16/2023,55,776,6.6,6,45,30.6,87.08,0.55
23,9/17/2023,56,632,6.4,7,46,33.4,92.12,0.56
24,08/03/2023,76,534,6.3,0,1,33.5,92.3,0.76
24,08/04/2023,64,647,6.1,0,2,33.4,92.12,0.64
24,08/05/2023,72,704,6.5,0,3,33.4,92.12,0.72
24,08/06/2023,72,606,6.8,1,4,33.4,92.12,0.72
24,08/07/2023,76,608,6.3,1,5,32.3,90.14,0.76
24,08/08/2023,50,782,6.5,1,6,32.3,90.14,0.5
24,08/09/2023,64,683,6.2,1,7,22.7,72.86,0.64
24,08/10/2023,72,441,6.6,1,8,31.9,89.42,0.72
24,08/11/2023,70,766,6,1,9,30.2,86.36,0.7
24,08/12/2023,58,661,6,1,10,30.1,86.18,0.58
24,8/13/2023,54,582,6.1,2,11,30.1,86.18,0.54
24,8/14/2023,55,676,6.1,2,12,30.1,86.18,0.55
24,8/15/2023,74,576,6.3,2,13,29.8,85.64,0.74
24,8/16/2023,69,566,6,2,14,29.6,85.28,0.69
24,8/17/2023,78,719,6.6,2,15,30.9,87.62,0.78
24,8/18/2023,67,412,6.5,2,16,30.8,87.44,0.67
24,8/19/2023,70,683,6.2,2,17,30.9,87.62,0.7
24,8/20/2023,65,749,6.6,3,18,30.2,86.36,0.65
24,8/21/2023,69,747,6.7,3,19,30.5,86.9,0.69
24,8/22/2023,57,716,6.1,3,20,30.8,87.44,0.57
24,8/23/2023,77,658,6.1,3,21,31.3,88.34,0.77
24,8/24/2023,72,401,6.4,3,22,31.4,88.52,0.72
24,8/25/2023,51,547,6.3,3,23,31.4,88.52,0.51
24,8/26/2023,74,691,6.5,3,24,30.1,86.18,0.74
24,8/27/2023,74,513,6.3,4,25,29.4,84.92,0.74
24,8/28/2023,77,718,6.2,4,26,28.7,83.66,0.77
24,8/29/2023,68,748,6.6,4,27,29.1,84.38,0.68
24,8/30/2023,56,430,6,4,28,29.2,84.56,0.56
24,8/31/2023,75,634,6.6,4,29,31.7,89.06,0.75
24,09/01/2023,59,532,6.5,4,30,31.7,89.06,0.59
24,09/02/2023,76,664,6.6,4,31,31.7,89.06,0.76
24,09/03/2023,76,465,6.6,5,32,31.7,89.06,0.76
24,09/04/2023,69,491,6.1,5,33,32,89.6,0.69
24,09/05/2023,61,428,6.5,5,34,32.1,89.78,0.61
24,09/06/2023,50,591,6,5,35,31.5,88.7,0.5
24,09/07/2023,61,604,6,5,36,29.8,85.64,0.61
24,09/08/2023,75,485,6.4,5,37,20.1,68.18,0.75
24,09/09/2023,71,756,6.1,5,38,31.1,87.98,0.71
24,09/10/2023,51,624,6.4,6,39,31.2,88.16,0.51
24,09/11/2023,70,402,6.7,6,40,31.2,88.16,0.7
24,09/12/2023,69,490,6,6,41,30.4,86.72,0.69
24,9/13/2023,51,697,6.1,6,42,29.1,84.38,0.51
24,9/14/2023,56,546,6,6,43,30.6,87.08,0.56
24,9/15/2023,70,503,6.5,6,44,31.5,88.7,0.7
24,9/16/2023,62,490,6.1,6,45,25,77,0.62
25,08/03/2023,53,598,6.7,0,1,33.4,92.12,0.53
25,08/04/2023,60,428,6,0,2,33.5,92.3,0.6
25,08/05/2023,77,558,6.5,0,3,33.4,92.12,0.77
25,08/06/2023,57,640,6.3,1,4,33.4,92.12,0.57
25,08/07/2023,53,781,6.2,1,5,33.4,92.12,0.53
25,08/08/2023,75,603,6.4,1,6,32.3,90.14,0.75
25,08/09/2023,66,567,6.2,1,7,32.3,90.14,0.66
25,08/10/2023,72,525,6.8,1,8,22.7,72.86,0.72
25,08/11/2023,76,533,6,1,9,31.9,89.42,0.76
25,08/12/2023,77,453,6.4,1,10,30.2,86.36,0.77
25,8/13/2023,64,503,6.7,2,11,30.1,86.18,0.64
25,8/14/2023,63,744,6.2,2,12,30.1,86.18,0.63
25,8/15/2023,76,424,6.4,2,13,30.1,86.18,0.76
25,8/16/2023,55,797,6.2,2,14,29.8,85.64,0.55
25,8/17/2023,55,668,6.7,2,15,29.6,85.28,0.55
25,8/18/2023,67,411,6.3,2,16,30.9,87.62,0.67
25,8/19/2023,74,467,6,2,17,30.8,87.44,0.74
25,8/20/2023,70,637,6.3,3,18,30.9,87.62,0.7
25,8/21/2023,69,719,6.4,3,19,30.2,86.36,0.69
25,8/22/2023,77,703,6.4,3,20,30.5,86.9,0.77
25,8/23/2023,79,738,6.6,3,21,30.8,87.44,0.79
25,8/24/2023,73,761,6.8,3,22,31.3,88.34,0.73
25,8/25/2023,54,760,6.6,3,23,31.4,88.52,0.54
25,8/26/2023,72,467,6.5,3,24,31.4,88.52,0.72
25,8/27/2023,57,448,6.1,4,25,30.1,86.18,0.57
25,8/28/2023,51,470,6.2,4,26,29.4,84.92,0.51
25,8/29/2023,73,474,6,4,27,28.7,83.66,0.73
25,8/30/2023,68,679,6.5,4,28,29.1,84.38,0.68
25,8/31/2023,66,703,6.7,4,29,29.2,84.56,0.66
25,09/01/2023,75,565,6.6,4,30,31.7,89.06,0.75
25,09/02/2023,73,416,6.5,4,31,31.7,89.06,0.73
25,09/03/2023,75,414,6.5,5,32,31.7,89.06,0.75
25,09/04/2023,60,551,6.3,5,33,31.7,89.06,0.6
25,09/05/2023,76,648,6.2,5,34,32,89.6,0.76
25,09/06/2023,73,416,6.2,5,35,32.1,89.78,0.73
25,09/07/2023,59,657,6.6,5,36,31.5,88.7,0.59
25,09/08/2023,75,649,6.2,5,37,29.8,85.64,0.75
25,09/09/2023,79,420,6.1,5,38,20.1,68.18,0.79
25,09/10/2023,78,608,6.3,6,39,31.1,87.98,0.78
25,09/11/2023,77,680,6.6,6,40,31.2,88.16,0.77
25,09/12/2023,72,682,6.7,6,41,31.2,88.16,0.72
25,9/13/2023,73,514,6,6,42,30.4,86.72,0.73
25,9/14/2023,50,446,6.3,6,43,29.1,84.38,0.5
25,9/15/2023,51,796,6.4,6,44,30.6,87.08,0.51
25,9/16/2023,58,429,6.5,6,45,31.5,88.7,0.58
26,08/03/2023,54,458,6.3,0,1,33.4,92.12,0.54
26,08/04/2023,64,509,6.6,0,2,33.5,92.3,0.64
26,08/05/2023,51,774,6.7,0,3,33.4,92.12,0.51
26,08/06/2023,55,423,6.4,1,4,33.4,92.12,0.55
26,08/07/2023,70,410,6,1,5,33.4,92.12,0.7
26,08/08/2023,63,669,6.1,1,6,32.3,90.14,0.63
26,08/09/2023,77,513,6.5,1,7,32.3,90.14,0.77
26,08/10/2023,74,495,6.8,1,8,22.7,72.86,0.74
26,08/11/2023,79,709,6.1,1,9,31.9,89.42,0.79
26,08/12/2023,50,628,6.5,1,10,30.2,86.36,0.5
26,8/13/2023,73,515,6.6,2,11,30.1,86.18,0.73
26,8/14/2023,78,482,6.1,2,12,30.1,86.18,0.78
26,8/15/2023,54,607,6.8,2,13,30.1,86.18,0.54
26,8/16/2023,53,523,6.8,2,14,29.8,85.64,0.53
26,8/17/2023,71,773,6.2,2,15,29.6,85.28,0.71
26,8/18/2023,67,735,6.2,2,16,30.9,87.62,0.67
26,8/19/2023,70,740,6.2,2,17,30.8,87.44,0.7
26,8/20/2023,53,592,6.4,3,18,30.9,87.62,0.53
26,8/21/2023,52,513,6.6,3,19,30.2,86.36,0.52
26,8/22/2023,55,473,6.3,3,20,30.5,86.9,0.55
26,8/23/2023,57,409,6.6,3,21,30.8,87.44,0.57
26,8/24/2023,67,548,6.2,3,22,31.3,88.34,0.67
26,8/25/2023,74,416,6.4,3,23,31.4,88.52,0.74
26,8/26/2023,55,688,6.5,3,24,31.4,88.52,0.55
26,8/27/2023,72,610,6.4,4,25,30.1,86.18,0.72
26,8/28/2023,57,402,6.5,4,26,29.4,84.92,0.57
26,8/29/2023,66,413,6.2,4,27,28.7,83.66,0.66
26,8/30/2023,50,578,6.5,4,28,29.1,84.38,0.5
26,8/31/2023,69,614,6.2,4,29,29.2,84.56,0.69
26,09/01/2023,61,731,6.4,4,30,31.7,89.06,0.61
26,09/02/2023,61,663,6.7,4,31,31.7,89.06,0.61
26,09/03/2023,78,441,6.4,5,32,31.7,89.06,0.78
26,09/04/2023,57,662,6.4,5,33,31.7,89.06,0.57
26,09/05/2023,73,459,6.2,5,34,32,89.6,0.73
26,09/06/2023,62,577,6,5,35,32.1,89.78,0.62
26,09/07/2023,55,632,6.4,5,36,31.5,88.7,0.55
26,09/08/2023,52,464,6.8,5,37,29.8,85.64,0.52
26,09/09/2023,69,621,6.3,5,38,20.1,68.18,0.69
26,09/10/2023,58,496,6.4,6,39,31.1,87.98,0.58
26,09/11/2023,58,503,6.3,6,40,31.2,88.16,0.58
26,09/12/2023,57,545,6.3,6,41,31.2,88.16,0.57
26,9/13/2023,64,746,6.4,6,42,30.4,86.72,0.64
26,9/14/2023,71,734,6.4,6,43,29.1,84.38,0.71
26,9/15/2023,58,791,6.1,6,44,30.6,87.08,0.58
26,9/16/2023,71,568,6.1,6,45,31.5,88.7,0.71
27,08/03/2023,76,411,6.7,0,1,33.4,92.12,0.76
27,08/04/2023,55,758,6.3,0,2,33.5,92.3,0.55
27,08/05/2023,75,676,6.5,0,3,33.4,92.12,0.75
27,08/06/2023,67,699,6.6,1,4,33.4,92.12,0.67
27,08/07/2023,67,480,6.1,1,5,33.4,92.12,0.67
27,08/08/2023,53,461,6.7,1,6,32.3,90.14,0.53
27,08/09/2023,80,722,6.1,1,7,32.3,90.14,0.8
27,08/10/2023,77,723,6.6,1,8,22.7,72.86,0.77
27,08/11/2023,53,538,6.3,1,9,31.9,89.42,0.53
27,08/12/2023,80,577,6.5,1,10,30.2,86.36,0.8
27,8/13/2023,79,493,6.6,2,11,30.1,86.18,0.79
27,8/14/2023,60,653,6.6,2,12,30.1,86.18,0.6
27,8/15/2023,50,466,6.6,2,13,30.1,86.18,0.5
27,8/16/2023,64,785,6.5,2,14,29.8,85.64,0.64
27,8/17/2023,56,676,6.6,2,15,29.6,85.28,0.56
27,8/18/2023,75,716,6.4,2,16,30.9,87.62,0.75
27,8/19/2023,59,576,6.2,2,17,30.8,87.44,0.59
27,8/20/2023,54,520,6.6,3,18,30.9,87.62,0.54
27,8/21/2023,78,582,6.7,3,19,30.2,86.36,0.78
27,8/22/2023,69,703,6.3,3,20,30.5,86.9,0.69
27,8/23/2023,64,736,6.5,3,21,30.8,87.44,0.64
27,8/24/2023,62,799,6.4,3,22,31.3,88.34,0.62
27,8/25/2023,71,646,6.7,3,23,31.4,88.52,0.71
27,8/26/2023,50,494,6,3,24,31.4,88.52,0.5
27,8/27/2023,55,651,6.6,4,25,30.1,86.18,0.55
27,8/28/2023,66,460,6.7,4,26,29.4,84.92,0.66
27,8/29/2023,65,800,6.5,4,27,28.7,83.66,0.65
27,8/30/2023,73,726,6.2,4,28,29.1,84.38,0.73
27,8/31/2023,75,453,6.6,4,29,29.2,84.56,0.75
27,09/01/2023,55,660,6.4,4,30,31.7,89.06,0.55
27,09/02/2023,66,793,6.5,4,31,31.7,89.06,0.66
27,09/03/2023,60,749,6.6,5,32,31.7,89.06,0.6
27,09/04/2023,52,400,6.5,5,33,31.7,89.06,0.52
27,09/05/2023,61,772,6.7,5,34,32,89.6,0.61
27,09/06/2023,70,799,6.1,5,35,32.1,89.78,0.7
27,09/07/2023,70,420,6.7,5,36,31.5,88.7,0.7
27,09/08/2023,56,421,6.6,5,37,29.8,85.64,0.56
27,09/09/2023,60,500,6.5,5,38,20.1,68.18,0.6
27,09/10/2023,56,502,6.6,6,39,31.1,87.98,0.56
27,09/11/2023,61,681,6.6,6,40,31.2,88.16,0.61
27,09/12/2023,71,539,6.5,6,41,31.2,88.16,0.71
27,9/13/2023,73,645,6.5,6,42,30.4,86.72,0.73
27,9/14/2023,54,658,6.5,6,43,29.1,84.38,0.54
27,9/15/2023,76,470,6.2,6,44,30.6,87.08,0.76
27,9/16/2023,53,454,6.8,6,45,31.5,88.7,0.53
28,08/03/2023,58,557,6.8,0,1,33.4,92.12,0.58
28,08/04/2023,56,523,6.3,0,2,33.5,92.3,0.56
28,08/05/2023,74,768,6.2,0,3,33.4,92.12,0.74
28,08/06/2023,75,607,6.5,1,4,33.4,92.12,0.75
28,08/07/2023,68,598,6.1,1,5,33.4,92.12,0.68
28,08/08/2023,55,786,6.3,1,6,32.3,90.14,0.55
28,08/09/2023,72,554,6.3,1,7,32.3,90.14,0.72
28,08/10/2023,56,498,6.2,1,8,22.7,72.86,0.56
28,08/11/2023,74,511,6.4,1,9,31.9,89.42,0.74
28,08/12/2023,53,455,6.2,1,10,30.2,86.36,0.53
28,8/13/2023,64,669,6.2,2,11,30.1,86.18,0.64
28,8/14/2023,79,601,6.5,2,12,30.1,86.18,0.79
28,8/15/2023,56,421,6.6,2,13,30.1,86.18,0.56
28,8/16/2023,60,406,6.4,2,14,29.8,85.64,0.6
28,8/17/2023,65,571,6.7,2,15,29.6,85.28,0.65
28,8/18/2023,51,554,6.8,2,16,30.9,87.62,0.51
28,8/19/2023,51,529,6.7,2,17,30.8,87.44,0.51
28,8/20/2023,78,403,6.6,3,18,30.9,87.62,0.78
28,8/21/2023,75,643,6.6,3,19,30.2,86.36,0.75
28,8/22/2023,52,639,6.3,3,20,30.5,86.9,0.52
28,8/23/2023,59,788,6.6,3,21,30.8,87.44,0.59
28,8/24/2023,78,425,6.7,3,22,31.3,88.34,0.78
28,8/25/2023,77,459,6.5,3,23,31.4,88.52,0.77
28,8/26/2023,76,624,6.3,3,24,31.4,88.52,0.76
28,8/27/2023,73,411,6.3,4,25,30.1,86.18,0.73
28,8/28/2023,50,626,6,4,26,29.4,84.92,0.5
28,8/29/2023,60,728,6.6,4,27,28.7,83.66,0.6
28,8/30/2023,62,400,6.1,4,28,29.1,84.38,0.62
28,8/31/2023,64,555,6.6,4,29,29.2,84.56,0.64
28,09/01/2023,58,710,6.1,4,30,31.7,89.06,0.58
28,09/02/2023,56,641,6.5,4,31,31.7,89.06,0.56
28,09/03/2023,60,480,6.7,5,32,31.7,89.06,0.6
28,09/04/2023,70,689,6.5,5,33,31.7,89.06,0.7
28,09/05/2023,78,789,6.1,5,34,32,89.6,0.78
28,09/06/2023,61,601,6.1,5,35,32.1,89.78,0.61
28,09/07/2023,54,718,6.4,5,36,31.5,88.7,0.54
28,09/08/2023,74,434,6.2,5,37,29.8,85.64,0.74
28,09/09/2023,62,472,6.1,5,38,20.1,68.18,0.62
28,09/10/2023,50,534,6.3,6,39,31.1,87.98,0.5
28,09/11/2023,69,531,6.1,6,40,31.2,88.16,0.69
28,09/12/2023,60,774,6.8,6,41,31.2,88.16,0.6
28,9/13/2023,79,619,6.2,6,42,30.4,86.72,0.79
28,9/14/2023,72,772,6.6,6,43,29.1,84.38,0.72
